neogeo.zip	.SNK Neo Geo BIOS
ddragonj.zip	Double Dragon - Japan set 1
ddragonja.zip	Double Dragon - Japan set 2
doubledt.zip	Double Dragon - Optimized, Hack
doubledp.zip	Double Dragon - Plus, Hack
doubldsp.zip	Double Dragon - Special 2017, Hack
ddragonu.zip	Double Dragon - US set 1
ddragonua.zip	Double Dragon - US set 2
ddragonub.zip	Double Dragon - US set 3
ddragona.zip	Double Dragon - World set 2
ddragon3b.zip	Double Dragon 3: The Rosetta Stone - bootleg
ddragon3j.zip	Double Dragon 3: The Rosetta Stone - Japan
ddragon3p.zip	Double Dragon 3: The Rosetta Stone - prototype
ddragon2j.zip	Double Dragon II: The Revenge - Japan
ddragon2u.zip	Double Dragon II: The Revenge - US
ddragon2bl.zip	Double Dragon II: The Revenge - US, bootleg, set 1
ddragon2b2.zip	Double Dragon II: The Revenge - US, bootleg, set 2
doubled1.zip	Double Dragon One - Beta 3.2 Version
ddribblep.zip	Double Dribble - prototype?
dblpointd.zip	Double Point - Dong Bang Electron, bootleg?
dblewingb.zip	Double Wings - Asia
dblewinga.zip	Double Wings - set 2
downtownj.zip	DownTown / Mokugeki - joystick hack
downtownp.zip	DownTown / Mokugeki - prototype
downtown2.zip	DownTown / Mokugeki - set 2
drtoppelu.zip	Dr. Toppel's Adventure - US
drtoppela.zip	Dr. Toppel's Adventure - World, alt?
drtoppelj.zip	Dr. Toppel's Tankentai - Japan
dbza.zip	Dragon Ball Z - rev A
drgnbowla.zip	Dragon Bowl - set 2, unencrypted program
dbreedjm72.zip	Dragon Breed - Japan, M72 hardware
dbreedm72.zip	Dragon Breed - World, M72 hardware
dragngunj.zip	Dragon Gun - Japan
drgnmst2.zip	Dragon Master - set 2
dsaberj.zip	Dragon Saber - Japan, Rev B
dsabera.zip	Dragon Saber - World, older?
dspirit2.zip	Dragon Spirit - DS2
dspirit1.zip	Dragon Spirit - old version - DS1
drgnwrldv21.zip	Dragon World - World, V021O
drgnwrldv30.zip	Dragon World - World, V030O
drgnwrld.zip	Dragon World - World, V040O
drgw3105.zip	Dragon World 3 / Zhongguo Long 3 / Dungfong Zi Zyu 3 / Chuugokuryuu 3 Special - ver. 105
dwex101cn.zip	Dragon World 3 EX / Zhongguo Long 3 EX / Dungfong Zi Zyu 3 EX / Chuugokuryuu 3 EX - ver. 101CN
drgw2100x.zip	Dragon World II - ver. 100X, Export
drgninjab2.zip	Dragonninja - bootleg with 68705
drgninjab.zip	Dragonninja - bootleg
drgninja.zip	Dragonninja - Japan, revision 1
drktnjr.zip	Drakton - DKJr conversion
dland.zip	Dream Land / Super Dream Land - bootleg of Bubble Bobble
dsoccr94j.zip	Dream Soccer '94 - Japan, M92 hardware
dsoccr94k.zip	Dream Soccer '94 - Korea, M107 hardware
driblingam.zip	Dribbling - Automave
driblingo.zip	Dribbling - Olympia
driblinga.zip	Dribbling - set 2
driblingvm.zip	Dribbling - Videomac bootleg, Brazil
driftoutj.zip	Drift Out - Japan
driveout.zip	Drive Out - bootleg of Drift Out
drivfrcb.zip	Driving Force - Galaxian conversion bootleg
drivfrcg.zip	Driving Force - Galaxian conversion
dualaslt.zip	Dual Assault
ducki.zip	Duck Tales - FMV Demo
dumpmtmt.zip	Dump Matsumoto - Japan, 8751 317-0011a
drgnwrldv11h.zip	Dung Fong Zi Zyu - Hong Kong, V011H, set 1
drgnwrldv11ha.zip	Dung Fong Zi Zyu - Hong Kong, V011H, set 2
dungeonmu.zip	Dungeon Magic - Ver 2.1A 1994/02/18
dungeonm.zip	Dungeon Magic - Ver 2.1O 1994/02/18
ddsom1v4.zip	Dungeons & Dragons: Shadow over Mystara - 1v4, Hack
ddsomar1.zip	Dungeons & Dragons: Shadow over Mystara - Asia 960208
ddsoma.zip	Dungeons & Dragons: Shadow over Mystara - Asia 960619
ddsomb.zip	Dungeons & Dragons: Shadow over Mystara - Brazil 960223
ddsomcfs.zip	Dungeons & Dragons: Shadow over Mystara - Change the Final Strike condition, Hack
ddsomr3.zip	Dungeons & Dragons: Shadow over Mystara - Europe 960208
ddsomr2.zip	Dungeons & Dragons: Shadow over Mystara - Europe 960209
ddsomr1.zip	Dungeons & Dragons: Shadow over Mystara - Europe 960223
ddsomh.zip	Dungeons & Dragons: Shadow over Mystara - Hispanic 960223
ddsomjr2.zip	Dungeons & Dragons: Shadow over Mystara - Japan 960206
ddsomjr1.zip	Dungeons & Dragons: Shadow over Mystara - Japan 960223
ddsomj.zip	Dungeons & Dragons: Shadow over Mystara - Japan 960619
ddsomudp.zip	Dungeons & Dragons: Shadow over Mystara - Plus, Hack
ddsomjc.zip	Dungeons & Dragons: Shadow over Mystara - T-Chi
ddsomur1.zip	Dungeons & Dragons: Shadow over Mystara - USA 960209
ddsomud.zip	Dungeons & Dragons: Shadow over Mystara - USA 960619 Phoenix Edition - bootleg
ddsomu.zip	Dungeons & Dragons: Shadow over Mystara - USA 960619
ddtodar1.zip	Dungeons & Dragons: Tower of Doom - Asia 940113
ddtoda.zip	Dungeons & Dragons: Tower of Doom - Asia 940412
ddtodr1.zip	Dungeons & Dragons: Tower of Doom - Europe 940113
ddtodd.zip	Dungeons & Dragons: Tower of Doom - Europe 940412 Phoenix Edition - bootleg
ddtodhr2.zip	Dungeons & Dragons: Tower of Doom - Hispanic 940113
ddtodhr1.zip	Dungeons & Dragons: Tower of Doom - Hispanic 940125
ddtodh.zip	Dungeons & Dragons: Tower of Doom - Hispanic 940412
ddtodjr2.zip	Dungeons & Dragons: Tower of Doom - Japan 940113
ddtodjr1.zip	Dungeons & Dragons: Tower of Doom - Japan 940125
ddtodj.zip	Dungeons & Dragons: Tower of Doom - Japan 940412
ddtoddp.zip	Dungeons & Dragons: Tower of Doom - Plus, Hack
ddtodur1.zip	Dungeons & Dragons: Tower of Doom - USA 940113
ddtodu.zip	Dungeons & Dragons: Tower of Doom - USA 940125
drgw2100hk.zip	Dungfong Zi Zyu II - ver. 100H, Hong Kong
ddream95.zip	Dunk Dream '95 - Japan 1.4, EAM
dunkshoto.zip	Dunk Shot - FD1089A 317-0022
dunkshota.zip	Dunk Shot - Rev A, FD1089A 317-0022
dygera.zip	Dyger - Korea set 2
dcclubj.zip	Dynamic Country Club - Japan, ROM Based
dcclubfd.zip	Dynamic Country Club - US, Floppy Based, FD1094 317-0058-09d
dyndukea.zip	Dynamite Duke - Europe, 25JUL89
dyndukej.zip	Dynamite Duke - Japan, 03SEP89
dyndukeja.zip	Dynamite Duke - Japan, 25JUL89
dyndukeu.zip	Dynamite Duke - US, 25JUL89
dduxbl.zip	Dynamite Dux - Datsu bootleg
ddux1.zip	Dynamite Dux - set 1, World - 8751 317-0095
dduxjd.zip	Dynamite Dux - set 2, Japan - bootleg of FD1094 317-0094 set
dduxj.zip	Dynamite Dux - set 2, Japan - FD1094 317-0094
dduxd.zip	Dynamite Dux - set 3, World - bootleg of FD1094 317-0096 set
dleaguej.zip	Dynamite League - Japan
dynwara.zip	Dynasty Wars - USA, B-Board 88622B-3
ejsakura12.zip	E-Jan Sakurasou - Japan, SYS386F V1.2
edfbl.zip	E.D.F.: Earth Defense Force - bootleg
edfu.zip	E.D.F.: Earth Defense Force - North America
edfa.zip	E.D.F.: Earth Defense Force - set 2
edfb.zip	E.D.F.: Earth Defense Force - set 3
eagle.zip	Eagle - set 1
eagle2.zip	Eagle - set 2
eagle3.zip	Eagle - set 3
eaglshotj.zip	Eagle Shot Golf - Japan, bootleg?
ecofghtra.zip	Eco Fighters - Asia 931203
ecofghtrh.zip	Eco Fighters - Hispanic 931203
ecofghtru1.zip	Eco Fighters - USA 931203
ecofghtru.zip	Eco Fighters - USA 940215
ecofghtrd.zip	Eco Fighters - World 931203 Phoenix Edition - bootleg
eeekkp.zip	Eeekk! - Pac-Man conversion
eggs.zip	Eggs - USA
8bpm.zip	Eight Ball Action - Pac-Man conversion
elevatorb.zip	Elevator Action - bootleg
elevatora.zip	Elevator Action - EA, 5 PCB version, 1.1
elvact2u.zip	Elevator Action II - Ver 2.2A 1995/02/20
elvactrj.zip	Elevator Action Returns - Ver 2.2J 1995/02/20
elim2c.zip	Eliminator - 2 Players, cocktail
elim2a.zip	Eliminator - 2 Players, set 2
elim4.zip	Eliminator - 4 Players
elim4p.zip	Eliminator - 4 Players, prototype
emeraldah.zip	Emeraldia - Bankbank New Rotate Hack
emeraldajb.zip	Emeraldia - Japan Version B
emeraldajd.zip	Emeraldia - Japan Version D
emeraldaj.zip	Emeraldia - Japan
empcityfr.zip	Empire City: 1931 - France
empcityi.zip	Empire City: 1931 - Italy
empcityj.zip	Empire City: 1931 - Japan
empcityu.zip	Empire City: 1931 - US
endurord.zip	Enduro Racer - bootleg of Rev A, YM2151, FD1089B 317-0013A set
enduror1d.zip	Enduro Racer - bootleg of YM2203, FD1089B 317-0013A set
endurobl.zip	Enduro Racer - bootleg set 1
endurora.zip	Enduro Racer - Rev A, YM2151, mask ROM sprites, FD1089B 317-0013A
endurorb.zip	Enduro Racer - YM2151, FD1089B 317-0013A
enduror1.zip	Enduro Racer - YM2203, FD1089B 317-0013A
enforcej.zip	Enforce - Japan
enforceja.zip	Enforce - Japan, Analog Controls
equites.zip	Equites - World
equitess.zip	Equites - World, Alt
esckidsj.zip	Escape Kids - Japan, 2 Players
espradejo.zip	ESP Ra.De. - Japan, 1998 4/14 Master Ver.
espradej.zip	ESP Ra.De. - Japan, 1998 4/21 Master Ver.
espgalbl.zip	Espgaluda - 2003/10/15 Master Ver, bootleg cartridge conversion
espgal2a.zip	Espgaluda II - 2005/11/14 MASTER VER, newer CV1000-B PCB
espgal2b.zip	Espgaluda II - 2005/11/14 MASTER VER, original CV1000-B PCB
espialj.zip	Espial - Japan
espialn.zip	Espial - Nova Apparate license
espialu.zip	Espial - US?
euroch92j.zip	Euro Champ '92 - Japan
twcup90b1.zip	Euro League - Italian hack of Tecmo World Cup '90, set 1
twcup90ba.zip	Euro League - Italian hack of Tecmo World Cup '90, set 2
twcup90b3.zip	Euro League - Italian hack of Tecmo World Cup '90, set 3
excelsra.zip	Excelsior - set 2
exctleagd.zip	Excite League - bootleg of FD1094 317-0079 set
excthour.zip	Exciting Hour
exctsccra.zip	Exciting Soccer - alternate music
exctsccrb.zip	Exciting Soccer - bootleg
exctsccrj.zip	Exciting Soccer - Japan
exctsccrjo.zip	Exciting Soccer - Japan, older
exctsccru.zip	Exciting Soccer - US
exctsccr.zip	Exciting Soccer - World
exctscc2.zip	Exciting Soccer II - World
exerionb.zip	Exerion - bootleg, set 1
exeriont.zip	Exerion - Taito
exerizerb.zip	Exerizer - bootleg
exerizer.zip	Exerizer - Japan
exodus.zip	Exodus - bootleg?
explorer.zip	Explorer - bootleg of Scramble, set 1
explorer2.zip	Explorer - bootleg of Scramble, set 2
explbrkrk.zip	Explosive Breaker - Korea
exprraidi.zip	Express Raider - Italy
exprraidu.zip	Express Raider - US, rev 5
extrmatnj.zip	Extermination - Japan
extrmatnur.zip	Extermination - US, Romstar
extrmatnu.zip	Extermination - US, World Games
ebases.zip	Extra Bases
exvaniaj.zip	Exvania - Japan
exzisusa.zip	Exzisus - Japan, conversion
exzisust.zip	Exzisus - TAD license
eyesb.zip	Eyes - bootleg, set 1
eyeszacb.zip	Eyes - bootleg, set 2, decrypted
eyeszac.zip	Eyes - Italy
eyes2.zip	Eyes - US, set 2
f1dreamb.zip	F-1 Dream - bootleg, set 1
f1dreamba.zip	F-1 Dream - bootleg, set 2
f1gpa.zip	F-1 Grand Prix - set 2
fx.zip	F-X - bootleg of S.R.D. Mission
fa.zip	F/A - Japan
f1enj.zip	F1 Exhaust Note - Japan, Rev A
f1enu.zip	F1 Exhaust Note - US, Rev A
f1lapj.zip	F1 Super Lap - Japan
f1lapt.zip	F1 Super Lap - World, Unprotected
falcon.zip	Falcon - bootleg of Phoenix - 8085A CPU
falconz.zip	Falcon - bootleg of Phoenix - Z80 CPU
fantasiaa.zip	Fantasia - 940307 PCB
fantasiab.zip	Fantasia - 940429 PCB, set 2
fantasian.zip	Fantasia - 940803 PCB
fantsia2n.zip	Fantasia II - 1998
fantsia2a.zip	Fantasia II - Less Explicit
fantsy95.zip	Fantasy '95
fantasyg.zip	Fantasy - Germany, set 1
fantasyg2.zip	Fantasy - Germany, set 2
fantasyj.zip	Fantasy - Japan
fantlanda.zip	Fantasy Land - set 2
fantzonep.zip	Fantasy Zone - 317-5000
fantzonee.zip	Fantasy Zone - FD1089B 317-0016
fantzoneno.zip	Fantasy Zone - New, Oversea, PS2
fantzonenu.zip	Fantasy Zone - New, US Rev.A, PS2
fantzonepr.zip	Fantasy Zone - prototype
fantznps2.zip	Fantasy Zone - System 16B, PS2 data file
fantzoneta.zip	Fantasy Zone - Time Attack, bootleg
fantzone1.zip	Fantasy Zone - unprotected
fantzn2xp.zip	Fantasy Zone II - The Tears of Opa-Opa - System 16C version, prototype
fantzn2xps2.zip	Fantasy Zone II - The Tears of Opa-Opa - System 16C, PS2 data file
fantznta.zip	Fantasy Zone Time Attack - System 16B, PS2 data file
fantazia.zip	Fantazia - bootleg?
kabukiklb.zip	Far East of Eden - Kabuki Klash / Tengai Makyou - Shin Den - Add hidden characters
kabukijq.zip	Far East of Eden - Kabuki Klash / Tengai Makyou - Shin Den - Enhanced, Hack
farmer.zip	Farmers Rebellion
fastfred.zip	Fast Freddie
ffury1bs.zip	Fatal Fury - King of Fighters / Garou Densetsu - Shukumei no Tatakai - Boss, Hack
ffury2es.zip	Fatal Fury 2 / Garou Densetsu 2 - Arata-naru Tatakai - Easy Special Attacks, Hack
fatfury2a.zip	Fatal Fury 2 / Garou Densetsu 2 - arata-naru tatakai - NGM-047
ffury3eh.zip	Fatal Fury 3 - Road to the Final Victory / Garou Densetsu 3 - Haruka-naru Tatakai - Add Char - Ultra kill style changed, Hack
ffury3bs.zip	Fatal Fury 3 - Road to the Final Victory / Garou Densetsu 3 - Haruka-naru Tatakai - Ancient Battles Resurgence, Hack
fatfury3a.zip	Fatal Fury 3 - Road to the Final Victory / Garou Densetsu 3 - haruka-naru tatakai - NGM-069 ~ NGH-069 - alternate set
ffurspbt.zip	Fatal Fury Special / Garou Densetsu Special - BT Version PPX, Hack
fatfurspa.zip	Fatal Fury Special / Garou Densetsu Special - NGM-058 ~ NGH-058, set 2
ffurspbs.zip	Fatal Fury Special / Garou Densetsu Special - Optional Hidden Character Third Edition, Hack
kovfyzq4in1.zip	Feng Yun 4 in 1 - multi-game cart, bootleg of Knights of Valour Super Heroes, V100CN, V200CN
fenixexpl.zip	Fenix - Explomatic, Spanish bootleg of Phoenix
fenixn.zip	Fenix - Niemer bootleg of Phoenix
fenix.zip	Fenix - Orio bootleg of Phoenix
fightfeva.zip	Fight Fever / Wang Jung Wang - set 2
fghthistjb.zip	Fighter's History - Japan ver 41-04, DE-0380-1 PCB
fghthistja.zip	Fighter's History - Japan ver 41-05, DE-0380-2 PCB
fghthistj.zip	Fighter's History - Japan ver 41-07, DE-0395-1 PCB
fghthistuc.zip	Fighter's History - US ver 42-03, DE-0380-2 PCB
fghthistub.zip	Fighter's History - US ver 42-05, DE-0395-1 PCB
fghthistua.zip	Fighter's History - US ver 42-06, DE-0395-1 PCB
fghthistu.zip	Fighter's History - US ver 42-09, DE-0396-0 PCB
fghthistb.zip	Fighter's History - World ver 43-05, DE-0380-2 PCB
fghthista.zip	Fighter's History - World ver 43-07, DE-0380-2 PCB
fswords.zip	Fighters Swords - Korean release of Samurai Shodown III
ffantasyb.zip	Fighting Fantasy - Japan revision ?
ffantasya.zip	Fighting Fantasy - Japan
ffantasyj.zip	Fighting Fantasy - Japan, revision 2
ffantasy.zip	Fighting Fantasy - Japan, revision 3
fhawkj.zip	Fighting Hawk - Japan
fsoccerj.zip	Fighting Soccer - Japan
fsoccerb.zip	Fighting Soccer - Joystick hack bootleg
fsoccerba.zip	Fighting Soccer - Joystick hack bootleg, alt
finalbj.zip	Final Blow - Japan
finalbu.zip	Final Blow - US, rev 1
fcrash.zip	Final Crash - bootleg of Final Fight
ffigh1v2.zip	Final Fight - 1v2, Hack
ffightbla.zip	Final Fight - bootleg on Final Crash PCB
ffightbl.zip	Final Fight - bootleg
ffightfw.zip	Final Fight - Framework, Hack
ffightj1.zip	Final Fight - Japan 900112
ffightj2.zip	Final Fight - Japan 900305
ffightj3.zip	Final Fight - Japan 900405
ffightj4.zip	Final Fight - Japan 900613
ffightj.zip	Final Fight - Japan
ffightua.zip	Final Fight - USA 900112
ffightub.zip	Final Fight - USA 900424
ffightuc.zip	Final Fight - USA 900613
ffightu.zip	Final Fight - USA, set 1
ffightu1.zip	Final Fight - USA, set 2
ffightu2.zip	Final Fight - USA, set 3
ffightdw.zip	Final Fight - Warriors, Hack
ffighta.zip	Final Fight - World, set 2
ffightaemgc.zip	Final Fight 30th Anniversary Edition - Mad Gear's City Hack
ffightae.zip	Final Fight 30th Anniversary Edition - World, hack
ffightaec2.zip	Final Fight: Anniversary Edition - CPS2 hardware
ffightaec2ds.zip	Final Fight: Anniversary Edition - Deadly Streets, Hack- CPS2 Hardware
finallapjb.zip	Final Lap - Japan, Rev B
finallapjc.zip	Final Lap - Japan, Rev C
finallapc.zip	Final Lap - Rev C
finallapd.zip	Final Lap - Rev D
finalap2j.zip	Final Lap 2 - Japan
finalap3bl.zip	Final Lap 3 - bootleg
finalap3j.zip	Final Lap 3 - Japan
finalap3jc.zip	Final Lap 3 - Japan, Rev C
finalap3a.zip	Final Lap 3 - World, set 2
fstarfrcj.zip	Final Star Force - Japan, set 1
fstarfrcja.zip	Final Star Force - Japan, set 2
fstarfrcw.zip	Final Star Force - World?
finalizrb.zip	Finalizer - Super Transformation - bootleg
finalizra.zip	Finalizer - Super Transformation - set 2
finger.zip	Finger - bootleg of Stinger
firebarr.zip	Fire Barrel - Japan
firehawk.zip	Fire Hawk - World / Huohu Chuanshuo - China - horizontal
fireshrka.zip	Fire Shark - earlier
fireshrkd.zip	Fire Shark - Korea, set 1, easier
fireshrkdh.zip	Fire Shark - Korea, set 2, harder
firetrapbl.zip	Fire Trap - Japan bootleg
firetrapj.zip	Fire Trap - Japan
firetrapa.zip	Fire Trap - US
cfishing.zip	Fishing - DECO Cassette - Japan
fitterbl.zip	Fitter - bootleg of Round-Up
fitter.zip	Fitter
fixeightt.zip	FixEight - Europe, Taito license
fixeighth.zip	FixEight - Hong Kong
fixeightht.zip	FixEight - Hong Kong, Taito license
fixeightk.zip	FixEight - Korea
fixeightkt.zip	FixEight - Korea, Taito license
fixeighta.zip	FixEight - Southeast Asia
fixeightat.zip	FixEight - Southeast Asia, Taito license
fixeighttw.zip	FixEight - Taiwan
fixeighttwt.zip	FixEight - Taiwan, Taito license
fixeightu.zip	FixEight - USA
fixeightut.zip	FixEight - USA, Taito license
fixeightj.zip	FixEight - Jigoku no Eiyuu Densetsu - Japan
fixeightjt.zip	FixEight - Jigoku no Eiyuu Densetsu - Japan, Taito license
flkatck.zip	Flak Attack - Japan
flkatcka.zip	Flak Attack - Japan, PWB 450593 sub-board
flapchck.zip	Flappy Chicken - HB, ver. 20230430
fpointbj.zip	Flash Point - Japan, bootleg set 1
fpoint1d.zip	Flash Point - set 1, Japan - bootleg of FD1094 317-0127A set
fpoint1.zip	Flash Point - set 1, Japan - FD1094 317-0127A
fpointd.zip	Flash Point - set 2, Japan - bootleg of FD1094 317-0127A set
fpointbl.zip	Flash Point - World, bootleg
flashgalk.zip	Flashgal - set 1, Kyugo logo
flashgala.zip	Flashgal - set 2
flickya.zip	Flicky - 128k Version, 315-5051, larger ROMs
flickyb.zip	Flicky - 128k Version, 315-5051, larger ROMs, newer
flickys2.zip	Flicky - 128k Version, not encrypted
flickyg.zip	Flicky - 128k Version, System 2, 315-5051, alt graphics
flickys2g.zip	Flicky - 128k Version, System 2, not encrypted, alt graphics
flickyo.zip	Flicky - 64k Version, 315-5051, set 1
flickys1.zip	Flicky - 64k Version, 315-5051, set 2
flickyup.zip	Flicky - 64k Version, on Up'n Down boardset, set 1
flickyupa.zip	Flicky - 64k Version, on Up'n Down boardset, set 2
flipull.zip	Flipull - Japan
floritas.zip	Floritas - bootleg of Moon Cresta
floritasm.zip	Floritas - Multivideo Spanish bootleg of Moon Cresta
flowerj.zip	Flower - Japan
flowerjb.zip	Flower - Japan, bootleg?
flyboyb.zip	Fly-Boy - bootleg
fnshark.zip	Flyin' Shark - bootleg of Hishou Zame
fsharkbt.zip	Flying Shark - bootleg with 8741
fsharkb.zip	Flying Shark - World, bootleg
flytigera.zip	Flying Tiger - set 2
foodfc.zip	Food Fight - cocktail
foodf1.zip	Food Fight - rev 1
foodf2.zip	Food Fight - rev 2
forcebrk.zip	Force Break - bootleg
forgottnj.zip	Forgotten Worlds - Japan - English prototype
forgottnua.zip	Forgotten Worlds - USA, B-Board 88618B-2, Rev. A
forgottnuaa.zip	Forgotten Worlds - USA, B-Board 88618B-2, Rev. AA
forgottnuc.zip	Forgotten Worlds - USA, B-Board 88618B-2, Rev. C
forgottnue.zip	Forgotten Worlds - USA, B-Board 88618B-2, Rev. E
forgottnu.zip	Forgotten Worlds - USA, B-Board 88621B-2, Rev. C
forgottna.zip	Forgotten Worlds - World
fort2ba.zip	Fortress 2 Blue Arcade - Korea - ver 1.00 / pcb ver 3.05
fourtraxj.zip	Four Trax - Japan
fourtraxa.zip	Four Trax - US?, censored banners
freekickb1.zip	Free Kick - bootleg set 1
freekickb3.zip	Free Kick - bootleg set 3
freekicka.zip	Free Kick - NS6201-A 1987.9
friskyta.zip	Frisky Tom - set 2
friskytb.zip	Frisky Tom - set 3
frogg.zip	Frog - bootleg on Galaxian hardware
frogf.zip	Frog - Falcon bootleg
froggers.zip	Frog
froggrs.zip	Frogger - Coin Music, bootleg on Scramble hardware
froggermc.zip	Frogger - Moon Cresta hardware
froggers1.zip	Frogger - Sega, set 1
froggers2.zip	Frogger - Sega, set 2
froggers3.zip	Frogger - Sega, set 3
froggert.zip	Frogger - Turtles hardware
froggereb.zip	Frogger - New Serie 92 - bootleg
frontlina.zip	Front Line - FL, 5 PCB version
fjbuster.zip	Fujiyama Buster - Japan
fullthrl.zip	Full Throttle - Japan
funkybeeb.zip	Funky Bee - bootleg, harder
funkyjetj.zip	Funky Jet - Japan, rev 2
funkyjeta2.zip	Funky Jet - Korea, prototype?
funkyjeta.zip	Funky Jet - World
funybublc.zip	Funny Bubble - Comad version
funnymou.zip	Funny Mouse - Japan
glocj.zip	G-LOC Air Battle - Japan
glocu.zip	G-LOC Air Battle - US
glocr360j.zip	G-LOC R360 - Japan
glocr360.zip	G-LOC R360 - World
gijoea.zip	G.I. Joe - Asia, AA
gijoej.zip	G.I. Joe - Japan, JAA
gijoeua.zip	G.I. Joe - US, UAA
gijoeu.zip	G.I. Joe - US, UAB
gijoeea.zip	G.I. Joe - World, EB8, prototype?
gaiapolsj.zip	Gaiapolis - ver JAF
gaiapolsu.zip	Gaiapolis - ver UAF
ggroundj.zip	Gain Ground - Japan, 2 Players, Floppy Based, FD1094 317-0058-03b
galactica2.zip	Galactica-2 - bootleg of Moon Alien Part 2
galaga88a.zip	Galaga '88 - 02-03-88
galaga88j.zip	Galaga '88 - Japan
galagamf.zip	Galaga - Midway set 1 with fast shoot hack
galagamw.zip	Galaga - Midway set 1
galagamk.zip	Galaga - Midway set 2
galagao.zip	Galaga - Namco
galagap.zip	Galaga - Patched
galaga3a.zip	Galaga 3 - GP3 rev. C
galaga3.zip	Galaga 3 - GP3 rev. D
galaga3b.zip	Galaga 3 - GP3
galaga3c.zip	Galaga 3 - set 4
galaga3m.zip	Galaga 3 - set 5
neogalag.zip	Galaga Demo - HB, set 1
neogalaga.zip	Galaga Demo - HB, set 2
galagawm.zip	Galaga Wave Mixer - Hack
galaktron.zip	Galaktron - Petaco S.A.
galaktrons3.zip	Galaktron - Sede 3
galaxbsf.zip	Galaxian - bootleg, set 1
galaxianbl.zip	Galaxian - bootleg, set 2
galaxbsf2.zip	Galaxian - bootleg, set 3
galaxianbl2.zip	Galaxian - bootleg, set 4
galaxcirsa.zip	Galaxian - Cirsa Spanish bootleg
galaxianem.zip	Galaxian - Electromar Spanish bootleg
galaxiani.zip	Galaxian - Irem
galaxianm.zip	Galaxian - Midway set 1
galaxianmo.zip	Galaxian - Midway set 2
galaxiana.zip	Galaxian - Namco set 2
galaxrf.zip	Galaxian - Recreativos Franco S.A. Spanish bootleg
